customer_id;customer_type;loan_account_number;loan_status_code;days_past_due;final_maturity_date;total_installment_count;outstanding_installment_count;paid_installment_count;first_payment_date;original_loan_amount;outstanding_principal_balance;nominal_interest_rate;total_interest_amount;kkdf_rate;kkdf_amount;bsmv_rate;bsmv_amount;grace_period_months;installment_frequency;loan_start_date;loan_closing_date;insurance_included;customer_district_code;customer_province_code;internal_rating;external_rating
CUST_00929;I;LOAN_004453;A;0;20260118;8;7;1;20250520;2400;2330;50.11;68.40;13.70;8.51;13.59;10.61;0;1;20250420;;E;DISTRICT_B;PROVINCE_5;14;
CUST_02251;I;LOAN_004454;A;0;20260202;11;6;5;20250304;53350;37560;48.99;238.98;13.78;32.34;15.48;34.76;0;1;20250118;;E;DISTRICT_B;PROVINCE_6;;
CUST_02251;I;LOAN_004455;A;0;20260122;11;6;5;20250222;52190;28820;46.84;737.64;15.11;112.89;13.92;91.41;0;1;20250117;;E;DISTRICT_B;PROVINCE_6;;
CUST_01766;I;LOAN_004456;A;0;20251202;11;4;7;20250102;57450;22810;49.17;201.59;15.76;29.26;14.21;24.70;0;1;20241202;;E;DISTRICT_B;PROVINCE_7;;
CUST_01766;I;LOAN_004457;A;0;20251203;12;4;6;20250103;25030;14230;56.00;99.36;15.69;14.34;15.85;12.36;0;1;20241203;;E;DISTRICT_B;PROVINCE_7;;
CUST_01212;I;LOAN_004458;A;0;20260102;9;6;2;20250504;235560;141290;56.97;1121.48;15.09;154.13;13.67;176.94;0;1;20250319;;E;DISTRICT_B;PROVINCE_1;;
CUST_02216;I;LOAN_004459;A;0;20260119;11;6;5;20250421;48560;38250;48.50;912.47;15.47;137.23;15.20;115.55;0;1;20250108;;E;DISTRICT_B;PROVINCE_8;;
CUST_00121;I;LOAN_004460;A;0;20260223;11;8;4;20250325;107600;92680;45.02;1701.91;15.36;291.88;15.19;292.40;0;1;20250223;;E;DISTRICT_B;PROVINCE_6;;
CUST_00584;I;LOAN_004461;A;0;20251212;9;6;3;20250414;29430;22100;48.18;779.91;16.45;122.73;15.92;126.67;0;1;20250322;;E;DISTRICT_B;PROVINCE_6;;
CUST_00584;I;LOAN_004462;A;0;20251220;9;6;3;20250422;36190;22240;48.89;645.38;14.13;92.97;14.53;77.71;0;1;20250308;;E;DISTRICT_B;PROVINCE_6;;
CUST_00286;I;LOAN_004463;A;0;20260220;11;8;4;20250322;121130;107860;51.24;2976.22;16.44;350.72;13.98;386.00;0;1;20250220;;E;DISTRICT_B;PROVINCE_1;;
CUST_01761;I;LOAN_004464;A;0;20250817;3;2;0;20250619;1030;600;56.67;18.36;13.63;3.06;14.59;3.24;0;1;20250520;;H;DISTRICT_B;PROVINCE_7;;
CUST_00251;I;LOAN_004465;A;0;20260401;11;9;2;20250501;30980;23180;62.36;325.76;16.28;53.40;14.21;54.82;0;1;20250328;;H;DISTRICT_B;PROVINCE_7;;
CUST_02169;I;LOAN_004466;A;0;20260109;8;6;1;20250511;167970;132500;47.63;4639.28;13.98;751.26;15.60;765.23;0;1;20250409;;E;DISTRICT_B;PROVINCE_9;;
CUST_00292;I;LOAN_004467;A;0;20250911;9;2;6;20250111;38200;17170;53.02;680.53;14.34;84.21;13.71;96.25;0;1;20241211;;E;DISTRICT_B;PROVINCE_3;;
CUST_00327;I;LOAN_004468;A;0;20260126;11;7;4;20250225;19960;11960;59.75;281.70;13.61;35.24;15.29;38.88;0;1;20250126;;E;DISTRICT_B;PROVINCE_10;;
CUST_00562;I;LOAN_004469;A;0;20251213;9;5;2;20250415;20220;11830;58.07;410.66;15.56;69.98;16.32;71.78;0;1;20250315;;E;DISTRICT_B;PROVINCE_11;;
CUST_00562;I;LOAN_004470;A;0;20251229;9;5;3;20250729;17630;12880;56.55;430.64;14.48;81.53;15.59;72.95;0;1;20250313;;E;DISTRICT_B;PROVINCE_11;;
CUST_00562;I;LOAN_004471;A;0;20251129;8;4;4;20250401;16240;11440;51.32;131.92;15.86;22.40;15.32;19.16;0;1;20250225;;E;DISTRICT_B;PROVINCE_11;;
CUST_01374;I;LOAN_004472;A;0;20250912;8;2;6;20250112;34140;12920;55.78;478.28;13.78;64.03;16.36;71.84;0;1;20241128;;E;DISTRICT_B;PROVINCE_11;;
CUST_00211;I;LOAN_004473;A;0;20260303;11;7;4;20250403;57260;38860;64.44;429.88;15.66;58.87;14.65;66.58;0;1;20250302;;H;DISTRICT_B;PROVINCE_7;;
CUST_01716;I;LOAN_004474;A;0;20260126;11;6;4;20250225;151730;97860;53.74;1491.87;15.17;266.69;16.25;258.75;0;1;20250126;;E;DISTRICT_B;PROVINCE_12;;
CUST_01293;I;LOAN_004475;A;0;20260401;9;9;0;20250730;20320;20630;55.46;1619.08;16.22;270.46;14.84;276.17;0;1;20250506;;H;DISTRICT_B;PROVINCE_13;;
CUST_01534;I;LOAN_004476;A;0;20251225;12;5;5;20250125;78500;53280;56.43;956.70;14.20;132.89;14.51;141.57;0;1;20241225;;H;DISTRICT_B;PROVINCE_10;;
CUST_00181;I;LOAN_004477;A;0;20250924;6;2;3;20250426;9230;5390;63.87;113.62;14.67;17.77;15.81;15.59;0;1;20250325;;H;DISTRICT_B;PROVINCE_14;;
CUST_01084;I;LOAN_004478;A;0;20251128;9;4;3;20250331;12170;6190;50.66;80.12;15.70;13.88;15.90;13.67;0;1;20250228;;E;DISTRICT_B;PROVINCE_6;;
CUST_00336;I;LOAN_004479;A;0;20260410;9;9;0;20250808;6600;6840;61.69;167.64;15.10;25.97;16.22;26.53;0;1;20250623;;H;DISTRICT_B;PROVINCE_7;;
CUST_01422;I;LOAN_004480;A;0;20260414;11;10;1;20250514;13960;12850;60.81;515.27;14.33;80.40;16.35;77.54;0;1;20250403;;E;DISTRICT_B;PROVINCE_15;;
CUST_01203;I;LOAN_004481;A;0;20251224;12;5;5;20250124;145350;68430;47.96;1241.19;14.24;243.19;16.02;184.36;0;1;20241224;;E;DISTRICT_B;PROVINCE_16;;
CUST_01360;I;LOAN_004482;A;0;20260411;11;10;2;20250511;39580;32520;56.73;1425.11;15.83;229.58;13.99;253.47;0;1;20250411;;E;DISTRICT_B;PROVINCE_7;;
CUST_01062;I;LOAN_004483;A;0;20251006;3;3;0;20250806;1870;2200;54.52;8.48;15.59;1.43;14.40;1.53;0;1;20250707;;H;DISTRICT_B;PROVINCE_1;;
CUST_01296;I;LOAN_004484;A;0;20250909;2;3;0;20250712;1200;1240;56.56;64.20;14.97;11.54;14.80;9.43;0;1;20250531;;H;DISTRICT_B;PROVINCE_17;;
CUST_01296;I;LOAN_004485;A;0;20260414;11;9;2;20250514;9370;8520;51.59;304.32;15.98;49.66;15.28;47.74;0;1;20250414;;E;DISTRICT_B;PROVINCE_17;;
CUST_01296;I;LOAN_004486;A;0;20260323;11;8;3;20250423;4590;3610;49.91;85.33;14.96;11.58;14.56;12.16;0;1;20250309;;E;DISTRICT_B;PROVINCE_17;;
CUST_01296;I;LOAN_004487;A;0;20260324;11;8;2;20250424;3800;2800;56.77;71.05;14.93;11.23;15.64;11.74;0;1;20250324;;H;DISTRICT_B;PROVINCE_17;;
CUST_01204;I;LOAN_004488;A;0;20260325;11;8;3;20250425;146890;108820;53.70;2379.21;14.56;334.78;14.86;403.57;0;1;20250325;;E;DISTRICT_B;PROVINCE_18;;
CUST_01763;I;LOAN_004489;A;0;20260324;13;9;2;20250424;119650;46710;50.81;1834.92;15.78;325.01;15.29;282.96;0;1;20250310;;E;DISTRICT_B;PROVINCE_19;;
CUST_01550;I;LOAN_004490;A;0;20260401;11;8;2;20250501;53120;36050;61.15;437.63;15.41;65.84;15.76;71.26;0;1;20250401;;E;DISTRICT_B;PROVINCE_7;;
CUST_00362;I;LOAN_004491;A;0;20251101;2;3;0;20250901;2610;2120;57.39;137.74;15.23;16.47;15.56;16.20;0;1;20250605;;H;DISTRICT_B;PROVINCE_20;;
CUST_00500;I;LOAN_004492;A;0;20260227;12;7;4;20250330;40700;28370;48.73;415.25;16.23;62.69;14.39;65.55;0;1;20250304;;H;DISTRICT_B;PROVINCE_21;;
CUST_00600;I;LOAN_004493;A;0;20260310;11;9;2;20250510;149380;151710;48.46;6009.04;15.16;807.31;13.97;759.50;0;1;20250223;;E;DISTRICT_B;PROVINCE_22;;
CUST_01535;I;LOAN_004494;A;0;20260324;11;8;2;20250424;41130;39440;56.26;687.08;15.27;108.81;15.91;109.92;0;1;20250324;;E;DISTRICT_B;PROVINCE_3;;
CUST_01535;I;LOAN_004495;A;0;20260324;11;8;2;20250424;31240;24580;57.64;682.29;14.82;96.76;14.91;103.23;0;1;20250324;;E;DISTRICT_B;PROVINCE_3;;
CUST_01535;I;LOAN_004496;A;0;20260324;12;8;3;20250424;5150;4520;50.85;97.06;15.52;14.02;16.08;11.67;0;1;20250324;;E;DISTRICT_B;PROVINCE_3;;
CUST_00256;I;LOAN_004497;A;0;20260321;13;8;2;20250421;161840;109370;57.12;3166.14;14.81;464.05;15.94;440.80;0;1;20250321;;E;DISTRICT_B;PROVINCE_2;;
CUST_00879;I;LOAN_004498;A;0;20260411;11;9;2;20250511;17960;17040;54.41;703.23;13.61;110.77;13.76;102.47;0;1;20250411;;E;DISTRICT_B;PROVINCE_3;;
CUST_02136;I;LOAN_004499;A;0;20250905;4;1;2;20250507;85030;49360;53.85;128.28;15.00;16.86;14.83;19.57;0;1;20250323;;H;DISTRICT_B;PROVINCE_3;;
CUST_02037;I;LOAN_004500;A;0;20260213;11;8;3;20250315;37830;23950;48.03;964.37;13.54;151.72;14.72;147.98;0;1;20250213;;E;DISTRICT_B;PROVINCE_7;;
CUST_02037;I;LOAN_004501;A;0;20260320;11;8;3;20250420;17920;18220;50.34;403.18;14.92;68.47;14.87;62.86;0;1;20250320;;E;DISTRICT_B;PROVINCE_7;;
CUST_02130;I;LOAN_004502;A;0;20251003;9;3;6;20250305;26130;12840;51.37;78.63;13.51;10.15;15.68;11.58;0;1;20241228;;E;DISTRICT_B;PROVINCE_23;;
CUST_02130;I;LOAN_004503;A;0;20251003;8;3;5;20250305;39810;15200;56.19;100.39;16.44;13.44;14.22;15.76;0;1;20241218;;E;DISTRICT_B;PROVINCE_23;;
CUST_02049;I;LOAN_004504;A;0;20251219;13;5;5;20250119;112400;56290;49.80;1790.99;16.39;254.86;13.88;245.00;0;1;20241219;;E;DISTRICT_B;PROVINCE_24;;
CUST_01793;I;LOAN_004505;A;0;20251231;9;5;2;20250502;89850;49480;51.38;564.73;15.84;105.38;14.30;108.20;0;1;20250402;;E;DISTRICT_B;PROVINCE_6;;
CUST_01626;I;LOAN_004506;A;0;20250929;3;2;0;20250730;6060;6820;62.31;171.07;15.35;27.59;14.20;24.63;0;1;20250623;;H;DISTRICT_B;PROVINCE_7;;
CUST_02296;I;LOAN_004507;A;0;20260126;8;6;1;20250528;21560;17730;46.85;253.55;14.47;38.89;13.67;40.61;0;1;20250415;;E;DISTRICT_B;PROVINCE_23;;
CUST_00103;I;LOAN_004508;A;0;20250826;3;1;1;20250628;760;520;57.45;11.39;15.25;1.59;14.20;1.74;0;1;20250529;;H;DISTRICT_B;PROVINCE_7;;
CUST_00103;I;LOAN_004509;A;0;20251129;5;4;1;20250702;1110;1020;54.02;11.02;16.39;2.14;15.57;2.17;0;1;20250602;;H;DISTRICT_B;PROVINCE_7;;
CUST_00103;I;LOAN_004510;A;0;20251003;6;3;3;20250505;1590;860;63.83;5.62;14.69;0.94;13.52;0.76;0;1;20250405;;H;DISTRICT_B;PROVINCE_7;;
CUST_00103;I;LOAN_004511;A;0;20251128;6;5;1;20250701;1560;1360;53.12;18.49;14.07;2.35;14.25;2.79;0;1;20250601;;H;DISTRICT_B;PROVINCE_7;;
CUST_00103;I;LOAN_004512;A;0;20260105;5;5;0;20250805;3050;2530;52.13;19.93;16.23;2.37;14.48;2.64;0;1;20250706;;H;DISTRICT_B;PROVINCE_7;;
CUST_00103;I;LOAN_004513;A;0;20250901;6;1;3;20250403;1470;520;65.48;4.96;14.39;0.92;16.11;0.93;0;1;20250301;;H;DISTRICT_B;PROVINCE_7;;1633
CUST_00103;I;LOAN_004514;A;0;20260228;8;7;1;20250701;3280;2990;51.67;38.75;14.68;6.61;14.29;6.09;0;1;20250601;;H;DISTRICT_B;PROVINCE_7;;1108
CUST_01790;I;LOAN_004515;A;0;20260310;9;9;0;20250711;41660;38460;64.66;1944.93;14.48;274.83;15.33;287.14;0;1;20250611;;H;DISTRICT_B;PROVINCE_25;;1594
CUST_02033;I;LOAN_004516;A;0;20260102;8;6;3;20250604;46910;33410;51.48;251.56;15.11;50.33;14.67;38.76;0;1;20250329;;E;DISTRICT_B;PROVINCE_7;;1492
CUST_00916;I;LOAN_004517;A;0;20260119;8;6;1;20250521;170880;146290;58.48;3688.66;14.34;581.65;15.57;547.06;0;1;20250421;;E;DISTRICT_B;PROVINCE_3;;1388
CUST_01236;I;LOAN_004518;A;0;20260303;11;7;4;20250403;177640;152910;57.88;1255.94;16.35;156.74;15.97;168.40;0;1;20250303;;E;DISTRICT_B;PROVINCE_7;;913
CUST_00223;I;LOAN_004519;A;0;20251228;8;6;3;20250429;12350;10710;51.07;142.32;15.26;17.91;15.94;21.59;0;1;20250330;;E;DISTRICT_B;PROVINCE_1;;1645
CUST_00858;I;LOAN_004520;A;0;20251214;12;6;5;20250114;48100;28310;56.80;845.22;13.90;136.49;14.57;110.61;0;1;20241209;;E;DISTRICT_B;PROVINCE_26;;1834
CUST_01254;I;LOAN_004521;A;0;20251213;10;6;4;20250415;2930;390;55.99;19.15;14.86;3.25;14.16;3.16;0;1;20250315;;E;DISTRICT_B;PROVINCE_27;;1487
CUST_02095;I;LOAN_004522;A;0;20260110;9;6;1;20250512;156450;108290;47.89;5645.30;15.64;813.36;14.83;720.32;0;1;20250328;;E;DISTRICT_B;PROVINCE_25;;1500
CUST_01431;I;LOAN_004523;A;0;20251130;11;5;7;20241231;92300;54050;98.27;935.17;14.79;149.72;15.88;136.52;0;1;20241130;;H;DISTRICT_B;PROVINCE_7;;1467
CUST_01289;I;LOAN_004524;A;0;20260414;11;10;2;20250514;9790;10060;56.23;327.62;14.44;55.39;14.44;48.91;0;1;20250330;;E;DISTRICT_B;PROVINCE_7;;1582
CUST_02054;I;LOAN_004525;A;0;20251130;9;4;4;20250402;112080;77480;49.36;893.41;16.37;120.08;15.19;111.00;0;1;20250302;;E;DISTRICT_B;PROVINCE_11;;922
CUST_02157;I;LOAN_004526;A;0;20260113;12;6;5;20250213;112480;57400;53.60;2215.71;13.96;335.00;14.95;312.76;0;1;20250113;;E;DISTRICT_B;PROVINCE_28;;1507
CUST_01598;I;LOAN_004527;A;0;20251215;9;6;2;20250417;49010;37670;55.02;1273.38;15.17;202.62;15.33;194.42;0;1;20250317;;E;DISTRICT_B;PROVINCE_7;;833
CUST_00983;I;LOAN_004528;A;0;20260101;11;6;5;20250403;112650;57030;48.36;476.17;15.72;70.52;16.42;82.70;0;1;20241217;;E;DISTRICT_B;PROVINCE_7;;1841
CUST_01512;I;LOAN_004529;A;0;20260224;10;7;3;20250326;103780;77040;47.60;1699.99;15.76;231.68;13.65;251.08;0;1;20250221;;E;DISTRICT_B;PROVINCE_29;;1359
CUST_01697;I;LOAN_004530;A;0;20251014;8;4;4;20250717;27440;15040;54.88;705.49;15.08;98.02;14.43;116.90;0;1;20250113;;E;DISTRICT_B;PROVINCE_30;;1701
CUST_01092;I;LOAN_004531;A;0;20260310;11;9;3;20250410;24840;20150;54.91;784.36;13.89;111.26;15.10;125.48;0;1;20250310;;E;DISTRICT_B;PROVINCE_24;;955
CUST_00437;I;LOAN_004532;A;0;20260411;11;9;2;20250511;107260;86040;53.59;3663.86;14.71;485.84;15.42;525.09;0;1;20250411;;E;DISTRICT_B;PROVINCE_10;;1707
CUST_01523;I;LOAN_004533;A;0;20260324;12;9;2;20250424;49400;43690;50.46;844.03;14.70;129.56;13.74;116.45;0;1;20250310;;E;DISTRICT_B;PROVINCE_1;;1542
CUST_00213;I;LOAN_004534;A;0;20260322;11;8;2;20250622;104000;82980;56.72;1832.17;15.44;327.69;13.94;289.09;0;1;20250312;;E;DISTRICT_B;PROVINCE_7;;1007
CUST_00213;I;LOAN_004535;A;0;20251226;9;6;2;20250427;49510;46440;54.00;752.58;15.54;107.53;16.15;110.79;0;1;20250328;;E;DISTRICT_B;PROVINCE_7;;1559
CUST_00066;I;LOAN_004536;A;0;20260403;10;8;2;20250503;39280;32130;53.33;308.81;13.72;48.52;14.89;45.78;0;1;20250403;;E;DISTRICT_B;PROVINCE_31;;1226
CUST_00152;I;LOAN_004537;A;0;20251208;12;5;6;20250108;96120;65780;56.08;2662.50;13.62;423.68;16.23;470.09;0;1;20241208;;E;DISTRICT_B;PROVINCE_3;;1502
CUST_02020;I;LOAN_004538;A;0;20260326;13;9;3;20250426;162550;145400;51.63;2652.83;13.62;413.64;15.62;316.29;0;1;20250327;;E;DISTRICT_B;PROVINCE_7;;1071
CUST_02007;I;LOAN_004539;A;0;20260310;11;8;3;20250410;87930;79780;52.33;3386.09;14.49;417.31;15.17;500.97;0;1;20250310;;E;DISTRICT_B;PROVINCE_1;;925
CUST_02148;I;LOAN_004540;A;0;20260412;12;9;2;20250512;35800;30610;52.96;1414.40;15.49;227.51;13.89;190.72;0;1;20250412;;E;DISTRICT_B;PROVINCE_3;;1032
CUST_02148;I;LOAN_004541;A;0;20260331;10;8;3;20250430;71070;68410;46.08;917.08;15.51;139.38;15.03;136.30;0;1;20250331;;E;DISTRICT_B;PROVINCE_3;;1364
CUST_00041;I;LOAN_004542;A;0;20260404;12;9;3;20250504;108910;111230;50.24;604.10;15.12;94.88;15.72;109.81;0;1;20250404;;E;DISTRICT_B;PROVINCE_3;;1781
CUST_00096;I;LOAN_004543;A;0;20260130;9;7;2;20250601;152370;126250;58.64;1843.25;13.63;271.14;14.59;292.93;0;1;20250501;;E;DISTRICT_B;PROVINCE_3;;1789
CUST_02281;I;LOAN_004544;A;0;20260304;11;8;4;20250404;170240;125790;49.68;1143.13;15.53;163.29;15.21;168.68;0;1;20250304;;E;DISTRICT_B;PROVINCE_25;;1241
CUST_02155;I;LOAN_004545;A;0;20260321;12;9;2;20250421;179720;146910;51.16;4276.24;14.61;691.49;16.30;538.35;0;1;20250321;;E;DISTRICT_B;PROVINCE_7;;1426
CUST_00450;I;LOAN_004546;A;0;20260412;11;9;1;20250512;34470;30190;53.34;1243.56;16.15;148.90;16.29;190.58;0;1;20250422;;E;DISTRICT_B;PROVINCE_19;;1271
CUST_00511;I;LOAN_004547;A;0;20250822;2;2;1;20250624;70620;49890;50.07;1041.98;13.61;189.10;16.25;168.88;0;1;20250524;;H;DISTRICT_B;PROVINCE_32;;1792
CUST_00733;I;LOAN_004548;A;0;20260401;11;8;2;20250501;127720;79400;54.32;1002.64;14.77;147.13;15.83;186.13;0;1;20250328;;E;DISTRICT_B;PROVINCE_14;;1012
CUST_02051;I;LOAN_004549;A;0;20260124;8;6;2;20250626;34750;36970;52.13;622.70;15.66;94.41;14.37;97.10;0;1;20250411;;E;DISTRICT_B;PROVINCE_33;;1511
CUST_00865;I;LOAN_004550;A;0;20260411;10;9;1;20250611;100700;86010;58.65;4644.47;13.56;621.36;16.12;665.94;0;1;20250401;;E;DISTRICT_B;PROVINCE_29;;852
CUST_00188;I;LOAN_004551;A;0;20260403;11;9;3;20250503;82680;71520;63.46;816.78;13.90;103.09;14.56;119.87;0;1;20250403;;E;DISTRICT_B;PROVINCE_7;;1430
CUST_00188;I;LOAN_004552;A;0;20251202;12;4;6;20250102;49680;22560;48.02;163.20;14.10;29.27;15.87;31.15;0;1;20241202;;E;DISTRICT_B;PROVINCE_7;;973
CUST_01098;I;LOAN_004553;A;0;20251222;9;5;2;20250424;66400;41370;45.62;1048.58;15.47;140.97;14.32;167.01;0;1;20250324;;E;DISTRICT_B;PROVINCE_7;;1816
CUST_01561;I;LOAN_004554;A;0;20260121;11;7;4;20250221;20940;13590;51.94;384.16;13.75;52.31;14.77;59.34;0;1;20250107;;E;DISTRICT_B;PROVINCE_34;;1577
CUST_01561;I;LOAN_004555;A;0;20260119;9;7;1;20250521;50840;42170;49.60;1108.51;14.84;180.05;15.68;152.11;0;1;20250406;;E;DISTRICT_B;PROVINCE_34;;1162
CUST_00415;I;LOAN_004556;A;0;20260313;12;8;2;20250413;21250;20740;45.97;682.91;13.59;105.81;16.05;113.30;0;1;20250313;;E;DISTRICT_B;PROVINCE_1;;892
CUST_01026;I;LOAN_004557;A;0;20260401;11;8;2;20250501;99010;95180;54.71;899.85;14.83;140.68;13.73;154.64;0;1;20250401;;E;DISTRICT_B;PROVINCE_34;;1322
CUST_00797;I;LOAN_004558;A;0;20260218;12;8;4;20250320;141530;109690;52.67;3207.57;15.61;537.95;14.14;423.70;0;1;20250218;;E;DISTRICT_B;PROVINCE_18;;1410
CUST_00846;I;LOAN_004559;A;0;20260225;9;8;0;20250628;69780;67170;56.82;1372.66;16.46;222.38;15.50;211.54;0;1;20250515;;E;DISTRICT_B;PROVINCE_7;;1732
CUST_01565;I;LOAN_004560;A;0;20260226;11;7;4;20250329;53140;38980;56.08;518.21;15.88;82.57;14.21;79.02;0;1;20250226;;E;DISTRICT_B;PROVINCE_7;;1595
CUST_01777;I;LOAN_004561;A;0;20260406;12;8;2;20250506;62230;63020;51.14;210.34;14.73;35.16;14.73;38.63;0;1;20250406;;E;DISTRICT_B;PROVINCE_3;;1843
CUST_02024;I;LOAN_004562;A;0;20251226;9;6;3;20250427;20100;12760;53.23;265.81;13.89;36.84;15.01;37.24;0;1;20250328;;E;DISTRICT_B;PROVINCE_7;;1309
CUST_01796;I;LOAN_004563;A;0;20251210;8;6;3;20250412;22610;13390;54.40;737.42;14.09;98.07;16.37;91.20;0;1;20250310;;H;DISTRICT_B;PROVINCE_24;;862
CUST_00330;I;LOAN_004564;A;0;20260328;12;8;3;20250427;45110;36240;48.53;533.28;16.27;92.05;13.62;99.44;0;1;20250328;;E;DISTRICT_B;PROVINCE_35;;1515
CUST_00869;I;LOAN_004565;A;0;20250917;2;3;0;20250720;219180;245190;50.62;6924.97;15.43;861.83;14.41;1120.27;0;1;20250619;;E;DISTRICT_B;PROVINCE_35;;951
CUST_01476;I;LOAN_004566;A;0;20260116;11;6;5;20250216;63720;45550;53.53;1346.31;14.46;194.33;16.46;182.30;0;1;20250116;;E;DISTRICT_B;PROVINCE_14;;1497
CUST_01855;I;LOAN_004567;A;0;20251125;6;5;1;20250628;8210;6870;61.29;143.07;16.09;19.44;14.75;18.85;0;1;20250519;;H;DISTRICT_B;PROVINCE_7;;1721
CUST_01448;I;LOAN_004568;A;0;20260216;8;7;1;20250618;7800;7230;56.25;303.58;13.77;39.24;14.68;44.14;0;1;20250505;;H;DISTRICT_B;PROVINCE_3;;1325
CUST_02266;I;LOAN_004569;A;0;20251215;8;5;2;20250417;97780;76200;50.09;2414.20;13.90;322.18;14.29;293.51;0;1;20250313;;E;DISTRICT_B;PROVINCE_7;;1299
CUST_02050;I;LOAN_004570;A;0;20251211;8;5;2;20250413;31640;22310;57.90;903.50;15.37;138.21;15.33;142.40;0;1;20250313;;E;DISTRICT_B;PROVINCE_36;;1771
CUST_00480;I;LOAN_004571;A;0;20260225;12;7;4;20250328;47980;32850;46.41;645.85;15.64;91.20;15.91;81.02;0;1;20250225;;E;DISTRICT_B;PROVINCE_7;;885
CUST_00423;I;LOAN_004572;A;0;20260414;12;9;1;20250514;7250;6680;53.84;266.50;15.03;42.59;14.97;39.71;0;1;20250331;;E;DISTRICT_B;PROVINCE_23;;1783
CUST_01492;I;LOAN_004573;A;0;20250827;3;2;0;20250629;34120;22640;58.59;472.54;14.30;70.37;15.47;65.75;0;1;20250529;;H;DISTRICT_B;PROVINCE_7;;1727
CUST_00951;I;LOAN_004574;A;0;20260220;11;7;3;20250322;161160;125220;47.35;2996.27;15.22;400.31;15.60;455.30;0;1;20250220;;E;DISTRICT_B;PROVINCE_3;;1582
CUST_00422;I;LOAN_004575;A;0;20260317;13;8;2;20250417;41880;35050;56.60;1117.15;15.06;186.67;15.18;180.54;0;1;20250317;;E;DISTRICT_B;PROVINCE_11;;1445
CUST_01816;I;LOAN_004576;A;0;20260119;13;6;4;20250219;10100;6720;56.77;186.85;14.29;29.56;14.95;28.06;0;1;20250119;;E;DISTRICT_B;PROVINCE_29;;1408
CUST_02110;I;LOAN_004577;A;0;20250915;5;3;3;20250417;4850;2610;60.60;95.28;16.30;13.48;15.66;13.44;0;1;20250315;;H;DISTRICT_B;PROVINCE_3;;860
CUST_00122;I;LOAN_004578;A;0;20251215;9;5;3;20250417;76280;62390;48.68;1674.73;16.27;242.40;15.47;319.39;0;1;20250317;;E;DISTRICT_B;PROVINCE_37;;1495
CUST_00387;I;LOAN_004579;A;0;20251129;11;4;6;20250601;130410;62320;58.51;910.34;14.18;117.38;14.20;110.18;0;1;20241125;;E;DISTRICT_B;PROVINCE_3;;968
